CustomerID,Gender,Location,Transaction_ID,Product_Description,Product_Category,Quantity,Avg_Price,Delivery_Charges,Coupon_Status,Date,Weather Conditions
17739.0,F,California,29311.0,Google Sunglasses,Lifestyle,20.0,2.8,16.86,Used,2019-05-31,
17337.0,F,California,46950.0,Google Tee Green,Apparel,2.0,17.93,12.99,Clicked,2019-12-15,
17075.0,F,California,42220.0,Sport Bag,Bags,1.0,3.99,6.0,Not Used,2019-10-31,
13715.0,M,California,33376.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Used,2019-07-21,
15353.0,F,California,23699.0,Google Canvas Tote Natural/Navy,Bags,2.0,15.99,6.5,Clicked,2019-03-20,
17961.0,F,California,32526.0,Google Infant Zip Hood Pink,Apparel,13.0,26.59,6.0,Not Used,2019-07-13,
13564.0,M,California,23328.0,Google Men's 100% Cotton Short Sleeve Hero Tee Red,Apparel,1.0,13.59,6.5,Clicked,2019-03-19,
17787.0,M,California,39202.0,Google Men's Vintage Badge Tee Sage,Apparel,1.0,5.7,6.0,Not Used,2019-09-27,
17841.0,M,California,26100.0,Google Men's Vintage Badge Tee White,Apparel,1.0,10.63,6.0,Used,2019-04-21,
15044.0,F,California,27722.0,Galaxy Screen Cleaning Cloth,Office,20.0,1.99,6.0,Clicked,2019-05-10,
17811.0,M,California,35553.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Used,2019-08-14,
14667.0,F,California,26478.0,Google Trucker Hat,Headgear,1.0,21.99,12.99,Clicked,2019-04-26,
16684.0,M,California,47260.0,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,80.52,12.99,Used,2019-12-17,
18212.0,F,California,38159.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,19.99,Used,2019-09-14,
12731.0,F,California,26351.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,3.0,149.0,6.0,Not Used,2019-04-24,
16873.0,M,California,27009.0,BLM Sweatshirt,Apparel,1.0,33.59,6.0,Clicked,2019-05-02,
12826.0,M,California,42916.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Used,2019-11-08,
13280.0,F,California,34302.0,Red Shine 15 oz Mug,Drinkware,1.0,10.39,6.0,Not Used,2019-08-01,
17841.0,M,California,26099.0,Google Sunglasses,Lifestyle,20.0,2.8,52.17,Clicked,2019-04-21,
15581.0,F,California,31753.0,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,17.49,12.99,Used,2019-07-03,
17621.0,M,California,45139.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.5,Clicked,2019-11-29,
16122.0,M,California,35914.0,YouTube Men's Short Sleeve Hero Tee Charcoal,Apparel,2.0,15.19,49.73,Clicked,2019-08-17,
12947.0,M,California,34388.0,Keyboard DOT Sticker,Office,1.0,1.2,6.0,Used,2019-08-01,
17581.0,M,California,37093.0,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,13.59,6.0,Clicked,2019-08-31,
17880.0,M,California,26317.0,Google 3/4 Sleeve Raglan Badge Henley Black,Apparel,1.0,16.23,6.0,Not Used,2019-04-24,
17880.0,M,California,26314.0,22 oz Android Bottle,Bottles,1.0,2.99,6.0,Used,2019-04-24,
12539.0,M,Chicago,35456.0,Collapsible Shopping Bag,Bags,1.0,3.99,12.99,Clicked,2019-08-12,
16891.0,M,Chicago,19496.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.5,Clicked,2019-02-02,
17857.0,M,Chicago,25428.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Not Used,2019-04-12,
17218.0,F,Chicago,23119.0,Google Men's 100% Cotton Short Sleeve Hero Tee White,Apparel,2.0,16.99,6.5,Not Used,2019-03-17,
12748.0,F,Chicago,25248.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.5,Clicked,2019-04-10,
17890.0,F,Chicago,28366.0,Android 25 oz Green Apple Stainless Steel Bottle,Drinkware,1.0,9.79,6.0,Clicked,2019-05-19,
14049.0,M,Chicago,42000.0,Four Color Retractable Pen,Office,1.0,2.99,6.0,Clicked,2019-10-28,
15194.0,M,Chicago,30613.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Clicked,2019-06-17,
18145.0,F,Chicago,45030.0,YouTube Custom Decals,Office,1.0,0.4,6.5,Not Used,2019-11-28,
13982.0,F,Chicago,25766.0,Android Wool Heather Cap Heather/Black,Headgear,1.0,13.99,6.0,Used,2019-04-17,
13174.0,M,Chicago,21867.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.5,Used,2019-03-03,
14701.0,M,Chicago,43017.0,Four Color Retractable Pen,Office,2.0,2.39,6.0,Clicked,2019-11-09,
15311.0,F,Chicago,37242.0,Google Women's Performance Hero Tee Gunmetal,Apparel,1.0,11.0,6.0,Used,2019-09-02,
15052.0,F,Chicago,40929.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Clicked,2019-10-17,
13174.0,M,Chicago,21814.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.5,Clicked,2019-03-03,
16889.0,F,Chicago,34448.0,Google Toddler Short Sleeve Tee White,Apparel,1.0,13.59,6.0,Not Used,2019-08-02,
17211.0,F,Chicago,27356.0,Google Women's Vintage Hero Tee White,Apparel,1.0,15.19,6.0,Clicked,2019-05-05,
12766.0,F,Chicago,24885.0,Google Men's Performance Polo Grey/Black,Apparel,1.0,62.99,6.5,Used,2019-04-05,
16503.0,F,Chicago,36805.0,Google Canvas Tote Natural/Navy,Bags,3.0,12.79,12.48,Used,2019-08-28,
12681.0,M,Chicago,35684.0,Nest Cam Indoor Security Camera - USA,Nest-USA,3.0,119.0,6.0,Used,2019-08-15,
13319.0,F,Chicago,32923.0,Recycled Paper Journal Set,Office,1.0,3.19,6.5,Used,2019-07-17,
15811.0,F,Chicago,25988.0,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,149.0,6.0,Used,2019-04-19,
15696.0,M,Chicago,43129.0,Google Sunglasses,Lifestyle,1.0,3.5,6.0,Clicked,2019-11-11,
18118.0,M,Chicago,38299.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Clicked,2019-09-16,
13008.0,F,Chicago,28609.0,Nest Cam Indoor Security Camera - USA,Nest-USA,2.0,119.0,6.0,Clicked,2019-05-22,
17634.0,F,Chicago,33959.0,Google Men's Vintage Badge Tee Black,Apparel,8.0,7.6,12.99,Not Used,2019-07-28,
17293.0,M,Chicago,28318.0,Google Men's Short Sleeve Performance Badge Tee Black,Apparel,1.0,12.31,6.0,Clicked,2019-05-18,
14606.0,F,Chicago,45884.0,Android BTTF Cosmos Graphic Tee,Apparel,1.0,4.08,12.48,Clicked,2019-12-06,
12793.0,F,Chicago,35079.0,Android Lunch Kit,Lifestyle,1.0,8.99,6.0,Used,2019-08-09,
16791.0,F,Chicago,36193.0,Google Women's Short Sleeve Hero Tee Grey,Apparel,1.0,5.1,6.0,Clicked,2019-08-21,
15555.0,F,Chicago,26073.0,Google Stretch Fit Hat M/L Navy,Headgear,1.0,12.31,6.0,Not Used,2019-04-20,
15719.0,F,Chicago,47324.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,2019-12-18,
14341.0,F,Chicago,41807.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,2019-10-26,
13174.0,M,Chicago,21769.0,Google Spiral Journal with Pen,Notebooks & Journals,1.0,9.99,6.5,Used,2019-03-02,
15513.0,F,Chicago,16955.0,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5.0,81.5,6.5,Not Used,2019-01-03,
16270.0,F,Chicago,32487.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.0,Not Used,2019-07-12,
18168.0,F,Chicago,19204.0,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,Apparel,1.0,15.67,6.5,Used,2019-01-30,
15916.0,F,Chicago,24814.0,Android Youth Short Sleeve T-shirt Pewter,Apparel,1.0,18.99,18.36,Clicked,2019-04-04,
14135.0,F,Chicago,35902.0,Google Youth Short Sleeve Tee White,Apparel,5.0,15.19,12.91,Clicked,2019-08-17,
18118.0,M,Chicago,38272.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,149.0,6.0,Clicked,2019-09-15,
17062.0,M,Chicago,44223.0,Google Tee Blue,Apparel,3.0,21.99,6.0,Clicked,2019-11-22,
14606.0,F,Chicago,40410.0,Gift Card- $100.00,Gift Cards,1.0,100.0,0.0,Clicked,2019-10-11,
17243.0,M,Chicago,27076.0,Google Twill Cap,Apparel,1.0,10.99,12.99,Used,2019-05-02,
15311.0,F,Chicago,38776.0,Android Men's Pep Rally Short Sleeve Tee Navy,Apparel,1.0,9.99,6.0,Clicked,2019-09-22,
16898.0,M,Chicago,22321.0,Rubber Grip Ballpoint Pen 4 Pack,Office,20.0,3.99,139.57,Used,2019-03-07,
14341.0,F,Chicago,41750.0,Google Kick Ball,Lifestyle,1.0,1.99,6.0,Clicked,2019-10-26,
15194.0,M,Chicago,23044.0,Bottle Opener Clip,Drinkware,3.0,3.5,6.5,Clicked,2019-03-16,
18118.0,M,Chicago,20553.0,Sport Bag,Bags,30.0,4.99,139.84,Used,2019-02-16,
14796.0,F,Chicago,40481.0,Google Sunglasses,Lifestyle,10.0,2.8,73.71,Used,2019-10-12,
18198.0,F,Chicago,46398.0,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,151.88,6.5,Used,2019-12-11,
15570.0,F,New Jersey,20890.0,Google Men's Short Sleeve Hero Tee Heather,Apparel,1.0,15.19,6.5,Not Used,2019-02-20,
17519.0,F,New Jersey,23097.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,149.0,6.5,Clicked,2019-03-17,
13117.0,M,New Jersey,18594.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,2019-01-23,
17860.0,F,New Jersey,22466.0,26 oz Double Wall Insulated Bottle,Drinkware,1.0,19.99,6.5,Clicked,2019-03-09,
13869.0,F,New Jersey,31445.0,Google Men's Vintage Badge Tee Black,Apparel,1.0,10.63,12.48,Used,2019-06-28,
12472.0,F,New Jersey,42099.0,Google Women's 1/4 Zip Jacket Charcoal,Apparel,1.0,22.0,6.0,Used,2019-10-30,
13089.0,F,New Jersey,22852.0,Google 3/4 Sleeve Raglan Badge Henley Black,Apparel,1.0,24.99,6.5,Clicked,2019-03-14,
16515.0,F,New Jersey,45988.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,121.3,6.5,Used,2019-12-07,
14415.0,M,New Jersey,29148.0,Google Blackout Cap,Headgear,1.0,15.19,6.0,Not Used,2019-05-30,
15497.0,F,New Jersey,40516.0,Google Twill Cap,Apparel,1.0,8.79,16.85,Not Used,2019-10-12,
14395.0,M,New Jersey,19236.0,Google Stylus Pen w/ LED Light,Office,6.0,4.54,28.78,Used,2019-01-30,
12472.0,F,New Jersey,42106.0,Waze Men's Typography Short Sleeve Tee,Waze,1.0,15.19,6.0,Clicked,2019-10-30,
17346.0,F,New Jersey,17679.0,Google Men's Long Sleeve Raglan Ocean Blue,Apparel,1.0,25.78,6.5,Clicked,2019-01-11,
15157.0,F,New Jersey,30664.0,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,16.99,6.0,Clicked,2019-06-18,
17454.0,M,New Jersey,29543.0,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,3.0,79.0,6.0,Clicked,2019-06-04,
12472.0,F,New Jersey,21435.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.5,Clicked,2019-02-27,
12785.0,F,New Jersey,26812.0,Android Onesie Gold,Apparel,1.0,23.99,6.0,Used,2019-04-30,
12472.0,F,New Jersey,42109.0,25L Classic Rucksack,Backpacks,1.0,79.99,6.0,Clicked,2019-10-30,
15570.0,F,New Jersey,20879.0,Google Men's Microfiber 1/4 Zip Pullover Grey/Black,Apparel,1.0,59.99,6.5,Used,2019-02-20,
12472.0,F,New Jersey,21431.0,Google Men's Vintage Badge Tee Black,Apparel,2.0,15.19,6.5,Clicked,2019-02-27,
13117.0,M,New Jersey,40897.0,Nest Secure Alarm System Starter Pack - USA,Nest,1.0,349.0,6.0,Clicked,2019-10-17,
13089.0,F,New Jersey,46483.0,Google Large Standard Journal Navy,Office,25.0,13.04,12.91,Clicked,2019-12-11,
13263.0,M,New Jersey,38413.0,26 oz Double Wall Insulated Bottle,Drinkware,1.0,19.99,6.5,Used,2019-09-18,
17346.0,F,New Jersey,29610.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Used,2019-06-05,
14440.0,F,New Jersey,25559.0,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,15.99,6.0,Clicked,2019-04-14,
14415.0,M,New Jersey,29155.0,Google Onesie Green,Apparel,2.0,19.19,20.85,Not Used,2019-05-30,
12942.0,F,New Jersey,25290.0,8 pc Android Sticker Sheet,Office,1.0,1.59,6.5,Clicked,2019-04-11,
13089.0,F,New Jersey,42694.0,Google Large Standard Journal Navy,Office,4.0,12.79,6.5,Clicked,2019-11-06,
17860.0,F,New Jersey,22468.0,22 oz YouTube Bottle Infuser,Bottles,1.0,4.99,6.5,Clicked,2019-03-09,
17760.0,F,New Jersey,17766.0,Straw Beach Mat,Lifestyle,4.0,8.24,35.96,Clicked,2019-01-13,
14755.0,F,New Jersey,35219.0,Google Vintage Henley Grey/Black,Apparel,2.0,16.79,6.0,Clicked,2019-08-10,
13089.0,F,New Jersey,36661.0,Google Men's Vintage Badge Tee Black,Apparel,1.0,9.49,6.0,Clicked,2019-08-26,
16931.0,F,New Jersey,20331.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.5,Used,2019-02-13,
13802.0,F,New Jersey,45914.0,Ballpoint LED Light Pen,Office,6.0,2.04,6.5,Used,2019-12-06,
17375.0,M,New Jersey,28401.0,Google Doodle Decal,Office,1.0,2.39,6.0,Used,2019-05-19,
15738.0,M,New Jersey,38107.0,Google Women's Performance Hero Tee Gunmetal,Apparel,1.0,8.8,6.0,Clicked,2019-09-13,
14621.0,F,New Jersey,30547.0,Google Luggage Tag,Fun,1.0,7.19,6.0,Clicked,2019-06-16,
13263.0,M,New Jersey,38403.0,Google Women's Short Sleeve Hero Tee Grey,Apparel,1.0,4.08,6.0,Used,2019-09-18,
15518.0,F,New Jersey,41417.0,7&quot; Dog Frisbee,Lifestyle,5.0,1.2,6.0,Not Used,2019-10-23,
14443.0,F,New Jersey,46807.0,Google Tee Green,Apparel,1.0,17.93,6.5,Used,2019-12-14,
16011.0,M,New Jersey,27561.0,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,79.0,6.0,Used,2019-05-08,
13089.0,F,New Jersey,29982.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,5.0,149.0,6.0,Clicked,2019-06-09,
14525.0,F,New Jersey,28562.0,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,79.0,6.0,Clicked,2019-05-21,
14309.0,F,New Jersey,39433.0,Google 22 oz Water Bottle,Drinkware,1.0,2.39,6.0,Used,2019-09-30,
14309.0,F,New Jersey,47074.0,Google Tee Green,Apparel,1.0,17.93,6.5,Clicked,2019-12-15,
15058.0,M,New Jersey,45415.0,Google Women's Short Sleeve Badge Tee Grey,Apparel,1.0,3.47,6.5,Not Used,2019-12-02,
14233.0,F,New Jersey,46453.0,Nest Thermostat E - USA,Nest,1.0,100.91,6.5,Clicked,2019-12-11,
16714.0,M,New Jersey,42296.0,Android Men's Vintage Tank,Apparel,2.0,4.2,6.0,Not Used,2019-11-01,
15235.0,F,New Jersey,17985.0,Google Infuser-Top Water Bottle,Drinkware,26.0,9.91,6.5,Not Used,2019-01-16,
15046.0,F,New Jersey,33583.0,Nest Cam Indoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Not Used,2019-07-24,
15752.0,F,New York,18082.0,Leatherette Journal,Office,26.0,10.9,6.5,Not Used,2019-01-17,
17463.0,F,New York,44677.0,Google Crew Sweater Navy,Apparel,1.0,41.59,6.5,Used,2019-11-26,
14040.0,F,New York,42869.0,Nest Thermostat E - USA,Nest,1.0,99.0,6.0,Used,2019-11-08,
16717.0,F,New York,25202.0,Ballpoint Stick Pen 4 Pack,Office,8.0,3.99,6.5,Used,2019-04-10,
17284.0,F,New York,34778.0,Google Men's Long & Lean Tee Charcoal,Apparel,1.0,4.8,6.0,Used,2019-08-05,
18109.0,F,New York,27082.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,2019-05-02,
17341.0,F,New York,24706.0,Google Men's Performance Hero Tee Gunmetal,Apparel,1.0,12.31,6.5,Clicked,2019-04-03,
12921.0,M,New York,17740.0,Google Twill Cap,Apparel,10.0,11.34,6.5,Clicked,2019-01-12,
14688.0,F,New York,44928.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.5,Clicked,2019-11-27,
13842.0,F,New York,34423.0,Google Women's Short Sleeve Hero Tee Black,Apparel,1.0,13.59,6.0,Not Used,2019-08-02,
17888.0,M,New York,42213.0,Google Sunglasses,Lifestyle,1.0,2.8,6.0,Used,2019-10-31,
13069.0,F,New York,27975.0,Google Men's  Zip Hoodie,Apparel,1.0,44.79,6.0,Used,2019-05-13,
13102.0,F,New York,29241.0,Gift Card - $25.00,Gift Cards,1.0,25.0,0.0,Used,2019-05-31,
12738.0,M,New York,19261.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,122.77,6.5,Used,2019-01-30,
18075.0,F,New York,30872.0,Google Toddler Short Sleeve T-shirt Grey,Apparel,1.0,9.51,6.0,Clicked,2019-06-20,
17611.0,M,New York,40154.0,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,149.0,6.0,Used,2019-10-09,
14669.0,F,New York,36061.0,Red Shine 15 oz Mug,Drinkware,1.0,12.99,75.0,Clicked,2019-08-19,
14659.0,F,New York,43886.0,Google Rucksack,Bags,10.0,55.99,18.69,Clicked,2019-11-19,
17954.0,F,New York,23750.0,YouTube Leatherette Notebook Combo,Office,4.0,5.59,12.91,Clicked,2019-03-21,
16550.0,F,New York,22806.0,Android Lifted Men's Short Sleeve Tee Blue,Apparel,1.0,15.99,6.5,Not Used,2019-03-14,
13124.0,M,New York,30035.0,Google Men's Vintage Badge Tee White,Apparel,1.0,10.63,6.0,Clicked,2019-06-10,
16686.0,M,New York,31814.0,YouTube Men's Fleece Hoodie Black,Apparel,1.0,55.99,6.0,Clicked,2019-07-04,
12347.0,M,New York,23981.0,24 oz YouTube Sergeant Stripe Bottle,Drinkware,3.0,7.99,49.73,Clicked,2019-03-24,
15005.0,F,New York,46718.0,Four Color Retractable Pen,Office,51.0,2.39,18.96,Used,2019-12-13,
16202.0,F,New York,28649.0,YouTube Men's Vintage Tank,Apparel,1.0,11.75,6.0,Used,2019-05-22,
17954.0,F,New York,37289.0,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,1.0,149.0,6.0,Used,2019-09-03,
15005.0,F,New York,35279.0,Google Men's Pullover Hoodie Grey,Apparel,1.0,29.11,6.0,Not Used,2019-08-11,
15880.0,F,New York,20988.0,Google Sunglasses,Lifestyle,5.0,2.8,158.74,Clicked,2019-02-21,
13369.0,F,New York,25418.0,Google Men's 100% Cotton Short Sleeve Hero Tee Navy,Apparel,1.0,16.99,6.0,Clicked,2019-04-12,
16923.0,F,New York,27208.0,BLM Sweatshirt,Apparel,1.0,33.59,6.0,Used,2019-05-03,
16710.0,F,New York,22722.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,149.0,6.5,Clicked,2019-03-13,
17284.0,F,New York,34754.0,Google Women's Short Sleeve Hero Tee Grey,Apparel,1.0,4.08,6.0,Not Used,2019-08-05,
15867.0,M,New York,32304.0,Google Doodle Decal,Office,1.0,2.39,6.0,Clicked,2019-07-10,
14669.0,F,New York,36037.0,22 oz YouTube Bottle Infuser,Bottles,1.0,4.99,6.0,Used,2019-08-18,
15485.0,M,New York,17503.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,122.77,6.5,Clicked,2019-01-09,
17980.0,M,New York,30120.0,YouTube Women's Fleece Hoodie Black,Apparel,1.0,31.35,6.0,Used,2019-06-11,
15448.0,M,New York,44915.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,2.0,119.0,6.5,Clicked,2019-11-27,
18097.0,F,New York,32816.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,2019-07-16,
16782.0,F,New York,42681.0,YouTube Women's Short Sleeve Tri-blend Badge Tee Charcoal,Apparel,1.0,4.75,6.0,Clicked,2019-11-06,
12652.0,M,New York,36548.0,Google Women's Short Sleeve Hero Tee White,Apparel,4.0,16.99,6.0,Used,2019-08-24,
15448.0,M,New York,44914.0,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,5.0,79.0,6.5,Used,2019-11-27,
14215.0,F,New York,23163.0,Google Men's Vintage Tank,Apparel,1.0,20.99,44.06,Used,2019-03-18,
15503.0,F,New York,27137.0,BLM Sweatshirt,Apparel,1.0,33.59,6.0,Clicked,2019-05-03,
13148.0,M,New York,44459.0,Nest Thermostat E - USA,Nest,2.0,99.0,6.5,Clicked,2019-11-24,
17757.0,F,New York,27043.0,Google Men's Bike Short Sleeve Tee Charcoal,Apparel,1.0,15.99,6.0,Clicked,2019-05-02,
12427.0,F,New York,19437.0,Google Men's 100% Cotton Short Sleeve Hero Tee Black,Apparel,1.0,16.99,6.5,Used,2019-02-01,
14794.0,F,New York,35426.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.0,Clicked,2019-08-12,
14099.0,M,New York,31996.0,Nest Learning Thermostat 3rd Gen-USA - White,Nest-USA,2.0,149.0,6.0,Clicked,2019-07-06,
17757.0,F,New York,19155.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,1.0,153.71,6.5,Clicked,2019-01-30,
16919.0,F,New York,29303.0,Waze Men's Typography Short Sleeve Tee,Waze,1.0,18.99,6.0,Clicked,2019-05-31,
15351.0,F,Washington DC,20373.0,Google Twill Cap,Apparel,2.0,8.79,16.65,Used,2019-02-14,
17796.0,F,Washington DC,44318.0,Nest Cam Outdoor Security Camera - USA,Nest-USA,1.0,119.0,6.5,Used,2019-11-23,
18055.0,F,Washington DC,30445.0,Google Baby Essentials Set,Apparel,1.0,27.19,40.25,Used,2019-06-15,
12567.0,F,Washington DC,20431.0,Google Canvas Tote Natural/Navy,Bags,1.0,12.79,6.5,Clicked,2019-02-14,
14088.0,M,Washington DC,39708.0,Google Laptop and Cell Phone Stickers,Office,2.0,2.39,13.38,Clicked,2019-10-03,
16730.0,F,Washington DC,40811.0,Nest Thermostat E - USA,Nest,4.0,99.0,6.0,Used,2019-10-16,
12567.0,F,Washington DC,20447.0,Google Men's Short Sleeve Badge Tee Charcoal,Apparel,1.0,18.99,6.5,Clicked,2019-02-14,
13652.0,F,Washington DC,21940.0,Google Men's 3/4 Sleeve Raglan Henley Grey,Apparel,1.0,24.99,6.5,Clicked,2019-03-04,
12567.0,F,Washington DC,20422.0,Nest Protect Smoke + CO White Battery Alarm-USA,Nest-USA,1.0,79.0,6.5,Not Used,2019-02-14,
17897.0,M,Washington DC,17274.0,Nest Protect Smoke + CO White Wired Alarm-USA,Nest-USA,1.0,81.5,6.5,Clicked,2019-01-06,
15351.0,F,Washington DC,20374.0,Electronics Accessory Pouch,Bags,300.0,4.99,6.5,Not Used,2019-02-14,
16326.0,M,Washington DC,35064.0,Google Women's Short Sleeve Hero Tee Grey,Apparel,5.0,4.08,6.0,Used,2019-08-09,
12735.0,M,Washington DC,34055.0,Google Laptop and Cell Phone Stickers,Office,1.0,2.39,6.0,Used,2019-07-29,
15373.0,M,Washington DC,19851.0,Nest Learning Thermostat 3rd Gen-USA - Stainless Steel,Nest-USA,2.0,149.0,6.5,Clicked,2019-02-07,
14472.0,F,Washington DC,34996.0,Google Men's Short Sleeve Performance Badge Tee Pewter,Apparel,1.0,11.0,12.99,Clicked,2019-08-08,
